,compound,counter,date_created,negative,neutral,positive,source,text in tweet
335,0.0772,15,2018-03-29 18:23:37,0.0,0.933,0.067,Fox News,"RT @FoxBusiness: .@POTUS: ""We've eliminated a record number of job-killing regulations. That's one of the reasons [jobs] are coming back.""…"
315,0.0772,15,2018-03-29 18:23:37,0.0,0.933,0.067,Fox News,"RT @FoxBusiness: .@POTUS: ""We've eliminated a record number of job-killing regulations. That's one of the reasons [jobs] are coming back.""…"
314,0.3818,14,2018-03-29 18:24:42,0.0,0.867,0.133,Fox News,".@POTUS: ""We're keeping our promises and the results are in. Three million new jobs since Election Day."" https://t.co/zJeBbXzmGl"
334,0.3818,14,2018-03-29 18:24:42,0.0,0.867,0.133,Fox News,".@POTUS: ""We're keeping our promises and the results are in. Three million new jobs since Election Day."" https://t.co/zJeBbXzmGl"
313,-0.6705,13,2018-03-29 18:25:36,0.355,0.645,0.0,Fox News,".@POTUS: ""Unemployment claims are at their lowest level in 45 years."" https://t.co/orI0AhEk3g"
333,-0.6705,13,2018-03-29 18:25:36,0.355,0.645,0.0,Fox News,".@POTUS: ""Unemployment claims are at their lowest level in 45 years."" https://t.co/orI0AhEk3g"
332,0.4404,12,2018-03-29 18:26:15,0.0,0.642,0.358,Fox News,".@POTUS: ""We want to protect our Second Amendment."" https://t.co/Os2975kdDS"
312,0.4404,12,2018-03-29 18:26:15,0.0,0.642,0.358,Fox News,".@POTUS: ""We want to protect our Second Amendment."" https://t.co/Os2975kdDS"
331,-0.6249,11,2018-03-29 18:26:22,0.325,0.592,0.083,Fox News,".@POTUS: ""African-American unemployment has reached the lowest levels ever recorded.  Hispanic-American unemploymen… https://t.co/bwMwRUd5JO"
311,-0.6249,11,2018-03-29 18:26:22,0.325,0.592,0.083,Fox News,".@POTUS: ""African-American unemployment has reached the lowest levels ever recorded.  Hispanic-American unemploymen… https://t.co/bwMwRUd5JO"
310,0.4767,10,2018-03-29 18:28:48,0.0,0.745,0.255,Fox News,".@POTUS: ""We want people to come in on merit. Not based on a lottery."" https://t.co/r0Q0iluxpL"
330,0.4767,10,2018-03-29 18:28:48,0.0,0.745,0.255,Fox News,".@POTUS: ""We want people to come in on merit. Not based on a lottery."" https://t.co/r0Q0iluxpL"
404,-0.296,4,2018-03-29 18:30:13,0.104,0.896,0.0,The New York Times,"The case of the missing sport coat has it all: video evidence, reparations, multiple apologies and a Final Four coa… https://t.co/GtBj8kVDok"
424,-0.296,4,2018-03-29 18:30:13,0.104,0.896,0.0,The New York Times,"The case of the missing sport coat has it all: video evidence, reparations, multiple apologies and a Final Four coa… https://t.co/GtBj8kVDok"
329,0.4939,9,2018-03-29 18:30:20,0.0,0.714,0.286,Fox News,".@POTUS: ""You've got a friend in the White House."" https://t.co/N5fobLOUct"
309,0.4939,9,2018-03-29 18:30:20,0.0,0.714,0.286,Fox News,".@POTUS: ""You've got a friend in the White House."" https://t.co/N5fobLOUct"
227,0.0,7,2018-03-29 18:30:40,0.0,1.0,0.0,CNN,"In his novel's epilogue, Sean Penn seems to defend Louis C.K. and Charlie Rose and compares the #MeToo movement to… https://t.co/tYZOhoEhbe"
207,0.0,7,2018-03-29 18:30:40,0.0,1.0,0.0,CNN,"In his novel's epilogue, Sean Penn seems to defend Louis C.K. and Charlie Rose and compares the #MeToo movement to… https://t.co/tYZOhoEhbe"
328,0.0,8,2018-03-29 18:32:08,0.0,1.0,0.0,Fox News,".@POTUS: ""I have gotten done much more than I promised."" https://t.co/7449nrre67"
308,0.0,8,2018-03-29 18:32:08,0.0,1.0,0.0,Fox News,".@POTUS: ""I have gotten done much more than I promised."" https://t.co/7449nrre67"
307,0.0,7,2018-03-29 18:35:48,0.0,1.0,0.0,Fox News,".@POTUS: ""In recent years, Americans have watched as Washington spent trillions and trillions of dollars building u… https://t.co/vSWajcSSep"
327,0.0,7,2018-03-29 18:35:48,0.0,1.0,0.0,Fox News,".@POTUS: ""In recent years, Americans have watched as Washington spent trillions and trillions of dollars building u… https://t.co/vSWajcSSep"
226,0.0,6,2018-03-29 18:36:05,0.0,1.0,0.0,CNN,The Trump administration plans to require nearly all visa applicants to the US to submit five years of social media… https://t.co/tU01a1GTBp
206,0.0,6,2018-03-29 18:36:05,0.0,1.0,0.0,CNN,The Trump administration plans to require nearly all visa applicants to the US to submit five years of social media… https://t.co/tU01a1GTBp
403,-0.6124,3,2018-03-29 18:37:04,0.273,0.727,0.0,The New York Times,"Steve Smith broke down in tears, apologizing on live national television for sullying his country and its national… https://t.co/8uq5EvN6FR"
423,-0.6124,3,2018-03-29 18:37:04,0.273,0.727,0.0,The New York Times,"Steve Smith broke down in tears, apologizing on live national television for sullying his country and its national… https://t.co/8uq5EvN6FR"
326,0.0,6,2018-03-29 18:37:28,0.0,1.0,0.0,Fox News,".@POTUS: ""We spend billions of dollars in other countries maintaining their borders, and we can't maintain our bord… https://t.co/sYXv17AxxZ"
306,0.0,6,2018-03-29 18:37:28,0.0,1.0,0.0,Fox News,".@POTUS: ""We spend billions of dollars in other countries maintaining their borders, and we can't maintain our bord… https://t.co/sYXv17AxxZ"
305,0.0,5,2018-03-29 18:38:03,0.0,1.0,0.0,Fox News,".@POTUS: ""We spend billions of dollars in other countries maintaining their borders and we can't maintain our borde… https://t.co/pFQmrf4mQE"
325,0.0,5,2018-03-29 18:38:03,0.0,1.0,0.0,Fox News,".@POTUS: ""We spend billions of dollars in other countries maintaining their borders and we can't maintain our borde… https://t.co/pFQmrf4mQE"
225,-0.0258,5,2018-03-29 18:41:06,0.078,0.922,0.0,CNN,President Trump touts border wall funds during an infrastructure speech in Ohio https://t.co/m6YqlklZrR https://t.co/ZwI3WjWQE0
205,-0.0258,5,2018-03-29 18:41:06,0.078,0.922,0.0,CNN,President Trump touts border wall funds during an infrastructure speech in Ohio https://t.co/m6YqlklZrR https://t.co/ZwI3WjWQE0
3,0.0,3,2018-03-29 18:43:51,0.0,1.0,0.0,BBC,RT @BBCOne: Anyone else having a 'chilled one'? 🐼 https://t.co/WRBeDdaK18
23,0.0,3,2018-03-29 18:43:51,0.0,1.0,0.0,BBC,RT @BBCOne: Anyone else having a 'chilled one'? 🐼 https://t.co/WRBeDdaK18
22,0.0,2,2018-03-29 18:44:11,0.0,1.0,0.0,BBC,"RT @BBCNewsbeat: Anthony Joshua faces Joseph Parker in Cardiff on Saturday.
And he's eating a LOT to prepare... 😋 💪 https://t.co/qp6xw04IiC"
2,0.0,2,2018-03-29 18:44:11,0.0,1.0,0.0,BBC,"RT @BBCNewsbeat: Anthony Joshua faces Joseph Parker in Cardiff on Saturday.
And he's eating a LOT to prepare... 😋 💪 https://t.co/qp6xw04IiC"
1,0.0,1,2018-03-29 18:44:20,0.0,1.0,0.0,BBC,RT @bbcrb: Retirement's looking rosy for Hank the police horse! 🐎😆 https://t.co/xB9kXZeWNE
21,0.0,1,2018-03-29 18:44:20,0.0,1.0,0.0,BBC,RT @bbcrb: Retirement's looking rosy for Hank the police horse! 🐎😆 https://t.co/xB9kXZeWNE
20,0.0,0,2018-03-29 18:45:08,0.0,1.0,0.0,BBC,"RT @BBCBreakfast: Counting down the hours until you go home for Easter?
🌧🌤🌨 Here's your Easter weekend forecast: https://t.co/EXeBCHutS4"
0,0.0,0,2018-03-29 18:45:08,0.0,1.0,0.0,BBC,"RT @BBCBreakfast: Counting down the hours until you go home for Easter?
🌧🌤🌨 Here's your Easter weekend forecast: https://t.co/EXeBCHutS4"
324,-0.5719,4,2018-03-29 18:45:09,0.252,0.748,0.0,Fox News,'Demonic' fish with spikes of armor glows red in terrifying photo https://t.co/XIi3nnxUGQ
304,-0.5719,4,2018-03-29 18:45:09,0.252,0.748,0.0,Fox News,'Demonic' fish with spikes of armor glows red in terrifying photo https://t.co/XIi3nnxUGQ
422,0.8126,2,2018-03-29 18:45:09,0.0,0.403,0.597,The New York Times,For the sophisticated french fry lover https://t.co/AAlnvGN4sI
402,0.8126,2,2018-03-29 18:45:09,0.0,0.403,0.597,The New York Times,For the sophisticated french fry lover https://t.co/AAlnvGN4sI
224,-0.8316,4,2018-03-29 18:46:08,0.328,0.672,0.0,CNN,Spanish police arrested two men on suspicion of smuggling art looted by groups affiliated with ISIS from sites in L… https://t.co/giUwh017LM
204,-0.8316,4,2018-03-29 18:46:08,0.328,0.672,0.0,CNN,Spanish police arrested two men on suspicion of smuggling art looted by groups affiliated with ISIS from sites in L… https://t.co/giUwh017LM
401,0.0,1,2018-03-29 18:48:52,0.0,1.0,0.0,The New York Times,RT @ByMattStevens: It was a family of two mothers and six adoptees. One of the children had had a brush with viral celebrity. But now troub…
421,0.0,1,2018-03-29 18:48:52,0.0,1.0,0.0,The New York Times,RT @ByMattStevens: It was a family of two mothers and six adoptees. One of the children had had a brush with viral celebrity. But now troub…
223,0.0,3,2018-03-29 18:51:03,0.0,1.0,0.0,CNN,"The EPA circulated new talking points that downplay the role of human activity in climate change, instructing staff… https://t.co/EXQt4ynYbP"
203,0.0,3,2018-03-29 18:51:03,0.0,1.0,0.0,CNN,"The EPA circulated new talking points that downplay the role of human activity in climate change, instructing staff… https://t.co/EXQt4ynYbP"
303,-0.296,3,2018-03-29 18:52:43,0.18,0.82,0.0,Fox News,"Father crashes daughter's proposal, holds up sign reading 'Say no' https://t.co/MfFZQUalmT"
323,-0.296,3,2018-03-29 18:52:43,0.18,0.82,0.0,Fox News,"Father crashes daughter's proposal, holds up sign reading 'Say no' https://t.co/MfFZQUalmT"
222,0.0,2,2018-03-29 18:54:29,0.0,1.0,0.0,CNN,RT @AC360: CNN’s @AndersonCooper will moderate a live town hall with former FBI Director @Comey on April 25 https://t.co/TW2Kw739Jp https:/…
202,0.0,2,2018-03-29 18:54:29,0.0,1.0,0.0,CNN,RT @AC360: CNN’s @AndersonCooper will moderate a live town hall with former FBI Director @Comey on April 25 https://t.co/TW2Kw739Jp https:/…
201,-0.5719,1,2018-03-29 18:56:05,0.239,0.761,0.0,CNN,The Trump administration will no longer seek to automatically release pregnant immigrants from detention -- a move… https://t.co/U7jsb88Cd9
221,-0.5719,1,2018-03-29 18:56:05,0.239,0.761,0.0,CNN,The Trump administration will no longer seek to automatically release pregnant immigrants from detention -- a move… https://t.co/U7jsb88Cd9
322,0.4404,2,2018-03-29 18:57:12,0.0,0.861,0.139,Fox News,"RT @FoxBusiness: .@POTUS: ""I'm asking Congress to improve federal student aid to include high-quality, short-term training programs that eq…"
302,0.4404,2,2018-03-29 18:57:12,0.0,0.861,0.139,Fox News,"RT @FoxBusiness: .@POTUS: ""I'm asking Congress to improve federal student aid to include high-quality, short-term training programs that eq…"
321,0.4215,1,2018-03-29 18:57:21,0.0,0.872,0.128,Fox News,"RT @FoxBusiness: .@POTUS: ""We're gonna be investing in our workers and improving our healthcare facilities for our incredible veterans."" ht…"
301,0.4215,1,2018-03-29 18:57:21,0.0,0.872,0.128,Fox News,"RT @FoxBusiness: .@POTUS: ""We're gonna be investing in our workers and improving our healthcare facilities for our incredible veterans."" ht…"
320,0.6705,0,2018-03-29 19:00:14,0.0,0.756,0.244,Fox News,".@donnabrazile: ""[@HillaryClinton] has every opportunity to tell her story and also to help the country. She has in… https://t.co/uXFj7EZ3yg"
300,0.6705,0,2018-03-29 19:00:14,0.0,0.756,0.244,Fox News,".@donnabrazile: ""[@HillaryClinton] has every opportunity to tell her story and also to help the country. She has in… https://t.co/uXFj7EZ3yg"
420,0.0,0,2018-03-29 19:00:34,0.0,1.0,0.0,The New York Times,"RT @MichaelPaulson: The stars of this Sunday's live @NBC concert of ""Jesus Christ Superstar"" -- @johnlegend, @SaraBareilles, @alicecooper &amp;…"
400,0.0,0,2018-03-29 19:00:34,0.0,1.0,0.0,The New York Times,"RT @MichaelPaulson: The stars of this Sunday's live @NBC concert of ""Jesus Christ Superstar"" -- @johnlegend, @SaraBareilles, @alicecooper &amp;…"
200,-0.3818,0,2018-03-29 19:01:33,0.182,0.661,0.157,CNN,"""I heard you're actually the devil incarnate and I wanted to meet you,"" Defense Secretary James Mattis joked during… https://t.co/5tKqyXltIO"
220,-0.3818,0,2018-03-29 19:01:33,0.182,0.661,0.157,CNN,"""I heard you're actually the devil incarnate and I wanted to meet you,"" Defense Secretary James Mattis joked during… https://t.co/5tKqyXltIO"
